Unnamed: 0,id,doy,dem,slope,lst,pop,wv,landcover,avp,dpt,mr,rh,sh,vpd,AVP,DPT,MR,RH,SH,VPD,year,month,day
13315,53780,294,1051.854,0.8569336,8.399902,19.441406,0.8445,12,6.999674636,1.883210119,4.326754,70.7,4.308114,2.902178776,7.253308565,2.382340594,5.014569,76,4.989548,2.290518494,2005,10,22
72131,54707,117,29.534424,0.017822266,19.100098,44.267822,0.942,13,6.728497214,1.331508891,4.158009,26,4.140791,19.16086114,12.7635117,10.58825294,8.073047,46,8.008395,14.98325287,2005,4,28
59411,54606,284,20.670898,0.08276367,16.449951,5.435791,1.2245,13,15.19518691,13.23216273,9.469827,72.1,9.38099,5.886952889,14.81880679,12.84851625,9.20506,79,9.1211,3.939176488,2005,10,12
8251,53682,270,106.23462,0.54125977,21,10.582764,1.4136667,13,17.83793036,15.71223793,11.146331,76.8,11.02346,5.39804992,19.20451731,16.8701509,12.105694,88,11.960899,2.618797815,2005,9,28
77626,54726,223,12.615234,0.010253906,25.300049,3.6577148,0.37,12,33.47014654,25.92722155,21.24807,70.6,20.805983,13.92934344,34.91447576,26.64188276,22.485071,79,21.990611,9.281063176,2005,8,12
18719,53797,331,164.07837,0.810791,8.25,1.1005859,0.3405,12,2.542044096,-11.51753591,1.5644,30.3,1.561956,5.839320176,2.554701492,-11.4553956,1.570812,20,1.568349,10.21880597,2005,11,28
123434,58015,260,46.6333,0.033203125,23.25,9.838135,0.442,12,23.50253982,20.09165789,14.77001,82,14.555032,5.161530678,24.27985936,20.618153,15.278264,93,15.048352,1.827516296,2005,9,18
46309,54506,59,26.620605,0.03857422,4.050049,4.1152344,0.564,12,3.750150467,-6.550090535,2.310643,65.3,2.305316,1.993704256,3.949693658,-5.8716661,2.406181,69,2.400405,1.774500049,2005,3,1
63028,54616,320,9.847656,0.01171875,5.1000977,2.2214355,0.644,12,5.679344186,-1.007548396,3.506009,60.8,3.49376,3.657162957,5.976010306,-0.309677201,3.637158,69,3.623977,2.684874195,2005,11,17
114774,57086,135,108.831055,0.4243164,21,30.963379,2.929,13,20.08599486,17.57916412,12.579482,94.7,12.423205,1.126098176,19.02196976,16.71975331,12.154676,97,12.008714,0.588308343,2005,5,16
11540,53695,281,76.89526,0.057128906,20,23.408203,0.9235,13,10.5540795,7.767807261,6.546987,53.2,6.504403,9.300286963,9.753483741,6.615541582,6.048552,53,6.012187,8.649315771,2005,10,9
21202,53884,280,885.6782,0.70874023,12.149902,35.693604,0.5445,13,6.828940207,1.538116074,4.220501,51.5,4.202763,6.438902078,7.749761696,3.316136717,5.261276,68,5.23374,3.646946681,2005,10,8
94300,54832,50,20.955078,0.06274414,-5.1000977,49.45703,0.2865,13,1.29949794,-19.61701558,0.798742,39.1,0.798105,2.026209323,1.510528109,-17.85015098,0.914279,43,0.913444,2.002327959,2005,2,20
66712,54628,88,7.94458,0.016357422,15.25,2.4956055,0.5505,12,6.318536713,0.458835856,3.903076,39.1,3.887901,9.8452194,5.136363179,-2.373178847,3.167538,35,3.157537,9.53896019,2005,3,30
112745,54945,215,81.8584,2.2304688,20.850098,8.398682,1.223,10,25.68482858,21.53334325,16.177123,86.3,15.91959,4.06779855,26.28457127,21.91069812,16.805053,82,16.527311,5.769783937,2005,8,4
124981,58022,349,49.34326,0.072021484,0.050048828,8.090332,0.2795,13,2.04535329,-14.20516561,1.258113,37,1.256532,3.485700101,1.735979552,-16.19178323,1.058178,27,1.05706,4.693574345,2005,12,16
94654,54833,47,16.470215,0.05810547,-3.8999023,35.79004,0.51233333,12,3.413502923,-7.771116002,2.102517,71.2,2.098106,1.379152382,3.451330273,-7.628698713,2.094781,77,2.090402,1.030916835,2005,2,17
81730,54749,346,54.318115,0.35229492,-2.6499023,49.379395,0.375,13,2.422924884,-12.116266,1.490917,46.9,1.488697,2.740155627,2.256058534,-13.00076688,1.372801,45,1.370919,2.757404875,2005,12,13
47872,54512,197,25.430664,0.06982422,28.199951,5.2907715,4.017,13,28.81681476,23.42513555,18.207491,74.8,17.881907,9.721743809,30.22891522,24.21969095,19.242692,91,18.879402,2.989672934,2005,7,17
85672,54806,360,34.66211,0.030273438,-0.6999512,7.9782715,0.281,13,4.879603416,-3.064163589,3.009919,73.7,3.000887,1.745282668,5.033369247,-2.646585934,3.059422,80,3.050091,1.258342312,2005,12,27
